-0.75993,2.2782,0.75295,-3.1261,-0.75934,0.06993
-0.75355,2.2291,0.75948,-3.082,-0.753,0.069246
-0.74648,2.1803,0.7611,-3.0331,-0.74596,0.068504
-0.73864,2.1319,0.75742,-2.9793,-0.73815,0.067694
-0.72996,2.0843,0.74802,-2.9204,-0.72951,0.066809
-0.72035,2.0377,0.73254,-2.8562,-0.71993,0.065837
-0.70969,1.9923,0.71062,-2.7867,-0.70931,0.064766
-0.69785,1.9485,0.68193,-2.7118,-0.69752,0.063584
-0.68467,1.9065,0.6462,-2.6315,-0.68438,0.062277
-0.66991,1.8666,0.60325,-2.5458,-0.66967,0.060832
-0.65331,1.8288,0.55298,-2.4548,-0.65311,0.059236
-0.63449,1.7934,0.49549,-2.3586,-0.63434,0.057479
-0.61296,1.7602,0.43111,-2.2575,-0.61285,0.055552
-0.58808,1.729,0.36051,-2.1521,-0.58803,0.053452
-0.55909,1.6994,0.2848,-2.043,-0.55909,0.051178
-0.52514,1.6709,0.20554,-1.9311,-0.5252,0.048732
-0.48561,1.6426,0.12457,-1.8177,-0.48573,0.046108
-0.44068,1.6139,0.043591,-1.7037,-0.44085,0.043285
-0.392,1.5846,-0.036417,-1.59,-0.39223,0.040226
-0.34272,1.5547,-0.11536,-1.4768,-0.343,0.036903
-0.29619,1.5246,-0.19333,-1.3644,-0.29651,0.033336
-0.25457,1.4943,-0.26981,-1.2533,-0.25492,0.029597
-0.21847,1.4632,-0.34357,-1.1443,-0.21885,0.025788
-0.1875,1.4308,-0.41313,-1.0383,-0.18791,0.022
-0.16091,1.3967,-0.4772,-0.93622,-0.16133,0.018303
-0.13792,1.3605,-0.53485,-0.83867,-0.13836,0.014745
-0.11788,1.322,-0.58553,-0.74606,-0.11835,0.011354
-0.10027,1.2813,-0.62895,-0.65867,-0.10076,0.0081443
-0.084701,1.2385,-0.66507,-0.57666,-0.08521,0.0051196
-0.070852,1.1937,-0.69399,-0.50011,-0.071381,0.0022784
-0.058486,1.1472,-0.71589,-0.42904,-0.059035,-0.00038524
-0.047413,1.0993,-0.73106,-0.36343,-0.047982,-0.0028797
-0.037481,1.0502,-0.7398,-0.30323,-0.03807,-0.0052144
-0.028565,1.0002,-0.74248,-0.24832,-0.029174,-0.0073992
-0.020561,0.94953,-0.73947,-0.1986,-0.021191,-0.0094439
-0.01338,0.89847,-0.73117,-0.15391,-0.014031,-0.011357
-0.0069456,0.84726,-0.718,-0.11406,-0.0076174,-0.013148
-0.0011908,0.79612,-0.70038,-0.078843,-0.0018833,-0.014823
0.0039446,0.74526,-0.67875,-0.04803,0.0032313,-0.01639
0.0085142,0.69488,-0.65355,-0.021365,0.0077801,-0.017853
0.012566,0.64517,-0.62524,0.0014238,0.011812,-0.019217
0.016145,0.59629,-0.59427,0.020627,0.01537,-0.020487
0.019291,0.54842,-0.56111,0.036548,0.018495,-0.021668
0.022041,0.50171,-0.52624,0.049499,0.021224,-0.022761
0.024429,0.4563,-0.4901,0.059801,0.023591,-0.023771
0.026488,0.41236,-0.45318,0.067776,0.025629,-0.024702
0.028248,0.37002,-0.41593,0.073742,0.027368,-0.025558
0.029736,0.32942,-0.37879,0.078011,0.028836,-0.026341
0.030981,0.29068,-0.34218,0.080883,0.030061,-0.027058
0.032009,0.25392,-0.3065,0.082638,0.031068,-0.027713
0.032844,0.21925,-0.27211,0.083534,0.031883,-0.028311
0.03351,0.18678,-0.23934,0.083803,0.032529,-0.028858
0.03403,0.15659,-0.20846,0.083648,0.033029,-0.02936
0.034426,0.12874,-0.17973,0.083241,0.033404,-0.029823
0.034718,0.10331,-0.15333,0.082726,0.033676,-0.030252
0.034923,0.080331,-0.12942,0.082219,0.033862,-0.030654
0.035061,0.059849,-0.10813,0.081808,0.033979,-0.031033
0.035145,0.04189,-0.089537,0.081562,0.034043,-0.031394
0.03519,0.026473,-0.073718,0.08153,0.034068,-0.031742
0.035207,0.01361,-0.060712,0.081747,0.034065,-0.032081
0.035206,0.0033105,-0.050547,0.082235,0.034044,-0.032413
0.035196,-0.0044212,-0.04324,0.083011,0.034014,-0.032742
0.035182,-0.0095823,-0.038801,0.084081,0.03398,-0.033069
0.035168,-0.012171,-0.037236,0.085453,0.033946,-0.033396
0.035156,-0.012188,-0.038545,0.087128,0.033914,-0.033723
0.035147,-0.0096317,-0.042729,0.089105,0.033885,-0.034051
0.035139,-0.0045035,-0.049786,0.091383,0.033857,-0.034378
0.035127,0.0031952,-0.059712,0.093957,0.033825,-0.034704
0.035107,0.013461,-0.072494,0.096817,0.033785,-0.035027
0.03507,0.026289,-0.088114,0.099947,0.033728,-0.035343
0.035007,0.04167,-0.10654,0.10332,0.033645,-0.03565
0.034905,0.059589,-0.12772,0.1069,0.033523,-0.035944
0.034753,0.080026,-0.15159,0.11063,0.033351,-0.036221
0.034534,0.10295,-0.17805,0.11444,0.033112,-0.036475
0.034232,0.12832,-0.20697,0.11824,0.032791,-0.036703
0.033829,0.1561,-0.23819,0.12189,0.032368,-0.036898
0.033305,0.18621,-0.27148,0.12526,0.031824,-0.037055
0.032638,0.21858,-0.30661,0.12815,0.031138,-0.037168
0.031808,0.25312,-0.34328,0.13036,0.030288,-0.037232
0.030791,0.28975,-0.38116,0.13165,0.029252,-0.037243
0.029563,0.32834,-0.41989,0.13175,0.028004,-0.037194
0.028098,0.36878,-0.45906,0.13039,0.026521,-0.037083
0.026372,0.41096,-0.49826,0.12725,0.024775,-0.036904
0.024355,0.45473,-0.53704,0.12204,0.02274,-0.036655
0.022021,0.49996,-0.57496,0.11442,0.020387,-0.036332
0.019337,0.54652,-0.61156,0.10408,0.017685,-0.035933
0.016272,0.59427,-0.64638,0.090694,0.014602,-0.035455
0.01279,0.64305,-0.67896,0.073957,0.011103,-0.034894
0.0088536,0.69271,-0.70885,0.053561,0.0071489,-0.034247
0.0044221,0.74308,-0.7356,0.029216,0.0027,-0.033511
-0.00054948,0.79399,-0.75875,0.00064635,-0.0022886,-0.032681
-0.0061097,0.84525,-0.77787,-0.032408,-0.0078658,-0.031751
-0.012312,0.89666,-0.7925,-0.070185,-0.014085,-0.030715
-0.019216,0.94798,-0.80223,-0.1129,-0.021005,-0.029565
-0.026886,0.99898,-0.80663,-0.16075,-0.028692,-0.028293
-0.035398,1.0494,-0.80527,-0.2139,-0.037219,-0.026888
-0.044835,1.0989,-0.79774,-0.2725,-0.046673,-0.025338
-0.055296,1.1473,-0.78366,-0.33664,-0.05715,-0.023633
-0.066899,1.1943,-0.76265,-0.40643,-0.068769,-0.021759
-0.079787,1.2395,-0.73438,-0.48191,-0.081673,-0.019702
-0.094136,1.2826,-0.69852,-0.56311,-0.096039,-0.01745
-0.11017,1.3234,-0.65486,-0.65002,-0.11209,-0.014994
-0.12818,1.3618,-0.60325,-0.74258,-0.13011,-0.012323
-0.14853,1.3974,-0.54371,-0.84063,-0.15048,-0.0094368
-0.17169,1.4304,-0.47646,-0.94394,-0.17366,-0.006339
-0.19824,1.4609,-0.40207,-1.0521,-0.20023,-0.0030458
-0.22884,1.4891,-0.32148,-1.1644,-0.23085,0.0004111
-0.26404,1.5158,-0.23607,-1.2801,-0.26607,0.0039809
-0.30393,1.5414,-0.14744,-1.3981,-0.30598,0.0075934
-0.34759,1.5665,-0.057046,-1.5175,-0.34966,0.011167
-0.39271,1.5914,0.034211,-1.6374,-0.3948,0.014626
-0.4363,1.616,0.12572,-1.7574,-0.43841,0.017914
-0.476,1.6407,0.21652,-1.8766,-0.47813,0.021
-0.51086,1.666,0.30498,-1.994,-0.513,0.023866
-0.54099,1.6927,0.38923,-2.1084,-0.54316,0.026501
-0.56704,1.7214,0.46762,-2.2187,-0.56922,0.028902
-0.58969,1.7527,0.53898,-2.3244,-0.59189,0.031071
-0.60956,1.7866,0.60262,-2.4248,-0.61178,0.033019
-0.62714,1.8234,0.65822,-2.5197,-0.62937,0.034758
-0.6428,1.8628,0.70572,-2.609,-0.64505,0.036305
-0.65683,1.9046,0.74526,-2.6925,-0.6591,0.037676
-0.66946,1.9487,0.77705,-2.7702,-0.67174,0.038889
-0.68084,1.9946,0.8014,-2.8423,-0.68314,0.039962
-0.69112,2.0421,0.81864,-2.9086,-0.69344,0.04091
-0.70041,2.0909,0.82916,-2.9694,-0.70275,0.041748
-0.7088,2.1407,0.83336,-3.0247,-0.71115,0.042489
-0.71636,2.1912,0.83162,-3.0746,-0.71874,0.043146
-0.72318,2.242,0.82439,-3.1193,-0.72558,0.043727
-0.72931,2.2931,0.81207,-3.1589,-0.73173,0.044242
-0.73481,2.344,0.7951,-3.1938,-0.73724,0.044698
-0.73973,2.3947,0.77392,-3.224,-0.74218,0.0451
-0.74411,2.4448,0.74896,-3.2499,-0.74658,0.045453
-0.74799,2.4944,0.72066,-3.2717,-0.75049,0.04576
-0.75143,2.543,0.68946,-3.2897,-0.75394,0.046024
-0.75445,2.5907,0.6558,-3.3041,-0.75698,0.046247
-0.75708,2.6372,0.62014,-3.3154,-0.75964,0.046432
-0.75937,2.6825,0.58291,-3.3237,-0.76195,0.046578
-0.76134,2.7264,0.54456,-3.3295,-0.76394,0.046689
-0.76302,2.7687,0.50553,-3.3329,-0.76564,0.046764
-0.76443,2.8094,0.46625,-3.3344,-0.76708,0.046805
-0.76561,2.8482,0.42714,-3.3342,-0.76828,0.046813
-0.76656,2.8852,0.38861,-3.3327,-0.76926,0.046791
-0.76733,2.9202,0.35102,-3.33,-0.77005,0.04674
-0.76793,2.953,0.31474,-3.3264,-0.77067,0.046662
-0.76838,2.9837,0.28007,-3.3223,-0.77115,0.04656
-0.76871,3.012,0.24729,-3.3177,-0.7715,0.046436
-0.76892,3.0381,0.21664,-3.3128,-0.77174,0.046294
-0.76905,3.0617,0.18832,-3.3079,-0.7719,0.046135
-0.76911,3.0828,0.16247,-3.3029,-0.77198,0.045963
-0.76911,3.1015,0.13923,-3.298,-0.77201,0.04578
-0.76907,3.1176,0.11869,-3.2933,-0.77199,0.045589
-0.76901,3.1312,0.10092,-3.2888,-0.77195,0.045391
-0.76892,3.1422,0.085961,-3.2846,-0.77188,0.045189
-0.76882,3.1507,0.073844,-3.2806,-0.77181,0.044984
-0.76871,3.1566,0.064588,-3.2769,-0.77173,0.044778
-0.76861,3.1599,0.058203,-3.2736,-0.77165,0.044572
-0.76851,3.1607,0.054695,-3.2705,-0.77158,0.044365
-0.76842,3.1589,0.054064,-3.2677,-0.77151,0.044159
-0.76833,3.1545,0.056308,-3.2653,-0.77144,0.043953
-0.76823,3.1475,0.061424,-3.2631,-0.77137,0.043746
-0.76814,3.138,0.069402,-3.2612,-0.7713,0.043538
-0.76803,3.1259,0.080227,-3.2596,-0.77122,0.043327
-0.7679,3.1113,0.093875,-3.2583,-0.77111,0.043111
-0.76773,3.0941,0.11031,-3.2572,-0.77097,0.04289
-0.76752,3.0744,0.12948,-3.2563,-0.77079,0.042659
-0.76725,3.0521,0.1513,-3.2555,-0.77054,0.042416
-0.76691,3.0274,0.17567,-3.2547,-0.77022,0.042159
-0.76646,3.0003,0.20245,-3.2539,-0.7698,0.041885
-0.76591,2.9707,0.23147,-3.253,-0.76927,0.041589
-0.76522,2.9389,0.26251,-3.2516,-0.76861,0.041268
-0.76437,2.9048,0.29531,-3.2498,-0.76779,0.040919
-0.76334,2.8686,0.32956,-3.2472,-0.76678,0.040538
-0.7621,2.8303,0.36494,-3.2437,-0.76557,0.040122
-0.76063,2.7901,0.40106,-3.2388,-0.76413,0.039667
-0.7589,2.7481,0.4375,-3.2325,-0.76242,0.039171
-0.75689,2.7044,0.47384,-3.2243,-0.76043,0.03863
-0.75455,2.6592,0.50962,-3.2139,-0.75812,0.038042
-0.75186,2.6126,0.54437,-3.2011,-0.75546,0.037403
-0.7488,2.5648,0.57762,-3.1854,-0.75242,0.036711
-0.74531,2.5159,0.6089,-3.1666,-0.74895,0.035963
-0.74135,2.4661,0.63773,-3.1443,-0.74503,0.035155
-0.7369,2.4156,0.66363,-3.1183,-0.7406,0.034284
-0.7319,2.3645,0.68616,-3.0882,-0.73563,0.033344
-0.72629,2.313,0.70485,-3.0539,-0.73005,0.03233
-0.72002,2.2614,0.71924,-3.015,-0.72381,0.031236
-0.71303,2.2098,0.72891,-2.9713,-0.71684,0.030053
-0.70524,2.1586,0.73343,-2.9226,-0.70907,0.028773
-0.69655,2.1079,0.73237,-2.8688,-0.70042,0.027385
-0.68689,2.0581,0.72535,-2.8097,-0.69078,0.025876
-0.67612,2.0093,0.71199,-2.7452,-0.68004,0.024233
-0.6641,1.9619,0.69196,-2.6752,-0.66804,0.02244
-0.65065,1.9161,0.66495,-2.5997,-0.65463,0.02048
-0.63556,1.8722,0.63074,-2.5186,-0.63956,0.018336
-0.61853,1.8304,0.58918,-2.4321,-0.62256,0.015986
-0.59919,1.7908,0.54026,-2.3403,-0.60325,0.013413
-0.57708,1.7534,0.48417,-2.2433,-0.58116,0.010597
-0.55158,1.7183,0.42135,-2.1416,-0.55569,0.0075189
-0.52195,1.6851,0.3526,-2.0357,-0.52609,0.004165
-0.4874,1.6533,0.2791,-1.9263,-0.49157,0.00052608
-0.44736,1.6225,0.20232,-1.8144,-0.45156,-0.003396
-0.40198,1.5921,0.12368,-1.701,-0.40622,-0.0075815
-0.35288,1.5619,0.044016,-1.5867,-0.35716,-0.011984
-0.30321,1.5321,-0.036601,-1.4717,-0.30752,-0.016525
-0.25646,1.5028,-0.11825,-1.3564,-0.26082,-0.021109
-0.21492,1.4742,-0.20028,-1.2413,-0.21933,-0.025641
-0.17921,1.4454,-0.28111,-1.1275,-0.18367,-0.030044
-0.14882,1.4159,-0.3588,-1.0161,-0.15334,-0.03426
-0.1229,1.3847,-0.43161,-0.9083,-0.12747,-0.038251
-0.10059,1.3516,-0.49825,-0.80482,-0.10522,-0.041999
-0.081185,1.3161,-0.5579,-0.70624,-0.085862,-0.045494
-0.064139,1.2782,-0.61015,-0.6129,-0.068868,-0.048739
-0.049043,1.238,-0.65485,-0.525,-0.053825,-0.051742
-0.035587,1.1956,-0.69205,-0.44264,-0.040421,-0.054514
-0.023537,1.1512,-0.72193,-0.36585,-0.028422,-0.057072
-0.012711,1.1052,-0.74476,-0.29462,-0.017645,-0.059429
-0.002964,1.0577,-0.76085,-0.22888,-0.007948,-0.061603
0.0058183,1.0092,-0.77056,-0.16855,0.00078604,-0.063607
0.013732,0.95973,-0.77429,-0.11353,0.0086525,-0.065457
0.020858,0.90974,-0.77242,-0.063662,0.015733,-0.067165
0.027267,0.85944,-0.76538,-0.018785,0.022096,-0.068745
0.033019,0.80907,-0.7536,0.021295,0.027804,-0.070205
0.038171,0.75886,-0.7375,0.056792,0.032912,-0.071555
0.04277,0.70902,-0.71753,0.087944,0.03747,-0.072803
0.046863,0.65975,-0.69412,0.115,0.041522,-0.073956
0.050491,0.61122,-0.66774,0.13824,0.04511,-0.07502
0.053692,0.56361,-0.63881,0.15795,0.048273,-0.075999
0.056502,0.51707,-0.6078,0.17441,0.051044,-0.076899
0.058953,0.47175,-0.57515,0.18794,0.053458,-0.077722
0.061076,0.4278,-0.5413,0.19883,0.055546,-0.078474
0.0629,0.38534,-0.50669,0.20739,0.057335,-0.079157
0.064453,0.34452,-0.47176,0.21393,0.058853,-0.079775
0.065761,0.30545,-0.43691,0.21874,0.060127,-0.080332
0.066848,0.26825,-0.40254,0.22211,0.061182,-0.080832
0.067739,0.23303,-0.36903,0.22429,0.06204,-0.081279
0.068457,0.19989,-0.33672,0.22554,0.062726,-0.081679
0.069022,0.16893,-0.30591,0.22608,0.06326,-0.082036
0.069457,0.14022,-0.27689,0.22612,0.063664,-0.082354
0.069781,0.11383,-0.24989,0.22582,0.063957,-0.082639
0.070012,0.089828,-0.22512,0.22534,0.064158,-0.082896
0.070168,0.068257,-0.20274,0.22479,0.064284,-0.083129
0.070264,0.049159,-0.18289,0.22427,0.06435,-0.083344
0.070314,0.032563,-0.16567,0.22387,0.064372,-0.083543
0.070332,0.018494,-0.15116,0.22364,0.06436,-0.083732
0.070327,0.0069666,-0.13942,0.22364,0.064326,-0.083912
0.070309,-0.0020056,-0.1305,0.22389,0.064278,-0.084088
0.070284,-0.008415,-0.12441,0.22441,0.064224,-0.08426
0.070257,-0.012256,-0.12119,0.22522,0.064168,-0.084431
0.070232,-0.013527,-0.12084,0.22634,0.064113,-0.084601
0.070209,-0.012225,-0.12336,0.22775,0.064061,-0.084771
0.070188,-0.008353,-0.12876,0.22947,0.064011,-0.084941
0.070166,-0.0019126,-0.13701,0.23148,0.063959,-0.085109
0.070138,0.0070906,-0.14811,0.23376,0.063902,-0.085274
0.070097,0.018648,-0.16202,0.2363,0.063831,-0.085434
0.070034,0.032748,-0.1787,0.23905,0.06374,-0.085586
0.06994,0.049371,-0.19809,0.24198,0.063616,-0.085727
0.069802,0.068495,-0.2201,0.24501,0.063449,-0.085854
0.069605,0.090087,-0.24462,0.24808,0.063224,-0.085962
0.069335,0.11411,-0.27152,0.25106,0.062925,-0.086047
0.068974,0.14051,-0.30062,0.25385,0.062537,-0.086105
0.068505,0.16922,-0.33172,0.25627,0.06204,-0.086131
0.067908,0.20018,-0.36456,0.25816,0.061415,-0.08612
0.067161,0.23331,-0.39887,0.25932,0.060642,-0.086067
0.066245,0.26851,-0.43434,0.2595,0.0597,-0.085969
0.065136,0.30569,-0.47061,0.25847,0.058565,-0.085821
0.06381,0.34473,-0.50732,0.25594,0.057216,-0.085619
0.062244,0.38553,-0.54407,0.25165,0.055626,-0.08536
0.060413,0.42797,-0.58044,0.24528,0.053772,-0.08504
0.058288,0.47192,-0.61601,0.23654,0.051626,-0.084657
0.055842,0.51724,-0.65036,0.22511,0.049159,-0.084207
0.053045,0.56382,-0.68303,0.2107,0.046343,-0.083687
0.049865,0.6115,-0.71359,0.193,0.043146,-0.083094
0.046268,0.66014,-0.74159,0.1717,0.039532,-0.082425
0.042217,0.70957,-0.7666,0.14653,0.035465,-0.081674
0.037672,0.75963,-0.78816,0.11721,0.030907,-0.080836
0.032592,0.81011,-0.80583,0.083479,0.025814,-0.079906
0.026929,0.86083,-0.81918,0.045091,0.020141,-0.078876
0.020633,0.91155,-0.82775,0.001824,0.013837,-0.077736
0.01365,0.96202,-0.83112,-0.046522,0.0068468,-0.076477
0.0059185,1.012,-0.82886,-0.10013,-0.00089033,-0.075087
-0.0026312,1.0612,-0.82053,-0.15914,-0.0094436,-0.073552
-0.012078,1.1093,-0.80573,-0.2237,-0.018892,-0.071857
-0.022517,1.156,-0.78405,-0.2939,-0.029331,-0.069986
-0.034059,1.2009,-0.75511,-0.36982,-0.040871,-0.067921
-0.046847,1.2439,-0.71858,-0.45151,-0.053655,-0.065643
-0.061057,1.2845,-0.67415,-0.539,-0.06786,-0.063135
-0.076921,1.3226,-0.62163,-0.63226,-0.083717,-0.060379
-0.094742,1.3579,-0.56094,-0.7312,-0.10153,-0.05736
-0.11492,1.3905,-0.49221,-0.83563,-0.1217,-0.054066
-0.13797,1.4203,-0.41588,-0.9452,-0.14474,-0.050491
-0.16457,1.4478,-0.33285,-1.0593,-0.17132,-0.046641
-0.19546,1.4735,-0.24455,-1.1771,-0.20219,-0.04253
-0.23128,1.4981,-0.1529,-1.2975,-0.238,-0.038195
-0.27213,1.5226,-0.060023,-1.419,-0.27884,-0.033692
-0.31684,1.5476,0.03239,-1.5406,-0.32354,-0.029104
-0.36282,1.5733,0.12342,-1.6615,-0.36951,-0.024537
-0.40695,1.5997,0.21255,-1.7812,-0.41363,-0.020103
-0.44699,1.627,0.29892,-1.8989,-0.45369,-0.015896
-0.48216,1.6556,0.38118,-2.0137,-0.48888,-0.011969
-0.51266,1.6863,0.45787,-2.1248,-0.51939,-0.008347
-0.53908,1.7193,0.52779,-2.2313,-0.54584,-0.0050296
